STATION,STATION_NAME,DATE,DLY-CLDD-BASE45,DLY-CLDD-BASE50,DLY-CLDD-BASE55,DLY-CLDD-BASE57,DLY-CLDD-BASE60,DLY-CLDD-NORMAL,DLY-CLDD-BASE70,DLY-CLDD-BASE72,DLY-HTDD-BASE40,DLY-HTDD-BASE45,DLY-HTDD-BASE50,DLY-HTDD-BASE55,DLY-HTDD-BASE57,DLY-HTDD-BASE60,DLY-HTDD-NORMAL,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100101,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.04,2,0.4,0.18,3,1.0,0.51,5,2.5,0.12,0.2,0.12,0.2,346,208,89,32,153,10,86,45,104,50,3,23,14,33.4,11.0,38.9,27.9,9.5,5.1,10.1,9.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100102,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.04,2,0.4,0.18,3,1.0,0.51,5,2.5,0.24,0.4,0.24,0.4,345,208,89,32,159,10,90,47,106,51,3,24,14,33.3,11.1,38.8,27.7,9.5,5.1,10.2,9.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100103,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.04,2,0.4,0.18,3,1.0,0.51,5,2.5,0.36,0.6,0.36,0.6,345,208,89,32,165,10,93,49,108,52,3,24,14,33.1,11.1,38.7,27.6,9.6,5.1,10.2,9.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100104,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.0,0.51,5,2.5,0.48,0.8,0.48,0.8,345,208,89,31,172,10,97,52,110,53,3,24,14,33.0,11.1,38.5,27.4,9.6,5.1,10.2,9.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100105,-7777,-7777,-7777,-7777,-7777,0,0,0,8,13,17,22,24,27,32,0.05,2,0.4,0.18,3,1.0,0.51,5,2.5,0.60,1.0,0.60,1.0,344,207,89,31,178,10,101,54,111,54,3,25,14,32.9,11.1,38.4,27.3,9.7,5.2,10.3,9.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100106,-7777,-7777,-7777,-7777,-7777,0,0,0,8,13,17,22,24,27,32,0.05,2,0.4,0.18,3,1.0,0.51,5,2.5,0.73,1.2,0.73,1.2,344,207,88,31,185,10,105,56,113,55,3,25,14,32.8,11.1,38.3,27.2,9.7,5.2,10.3,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100107,-7777,-7777,-7777,-7777,-7777,0,0,0,9,13,17,22,24,27,32,0.05,2,0.4,0.18,3,1.0,0.51,5,2.5,0.85,1.5,0.85,1.5,343,207,88,30,191,11,109,58,115,56,3,26,14,32.7,11.2,38.2,27.1,9.8,5.2,10.4,9.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100108,1,-7777,-7777,-7777,-7777,0,0,0,9,13,18,22,24,27,32,0.05,2,0.4,0.18,3,1.0,0.51,5,2.5,0.96,1.7,0.96,1.7,343,207,88,30,198,11,112,61,116,57,3,26,14,32.6,11.2,38.2,27.0,9.8,5.2,10.4,9.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100109,1,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,27,32,0.05,2,0.4,0.18,3,1.0,0.50,5,2.5,1.09,1.9,1.09,1.9,342,206,87,29,204,11,116,63,117,58,3,27,14,32.5,11.2,38.1,26.9,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100110,1,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.21,2.2,1.21,2.2,341,206,87,29,211,11,120,65,118,59,2,27,14,32.4,11.2,38.0,26.8,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100111,1,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.33,2.4,1.33,2.4,340,206,86,29,218,11,124,67,119,60,2,27,14,32.4,11.2,38.0,26.8,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100112,1,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.46,2.6,1.46,2.6,339,206,86,28,224,12,128,69,120,61,2,27,14,32.3,11.3,38.0,26.7,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100113,1,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.58,2.8,1.58,2.8,338,206,85,28,231,12,132,72,121,61,2,28,14,32.3,11.3,37.9,26.7,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100114,-7777,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.70,3.0,1.70,3.0,337,206,85,28,238,12,136,74,122,62,2,28,14,32.3,11.3,37.9,26.6,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100115,-7777,-7777,-7777,-7777,-7777,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.83,3.3,1.83,3.3,336,206,84,28,245,13,139,77,123,63,2,28,14,32.3,11.3,37.9,26.6,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100116,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.50,5,2.6,1.95,3.5,1.95,3.5,335,206,84,28,251,13,142,80,124,64,2,29,14,32.2,11.4,37.9,26.6,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100117,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.49,5,2.6,2.07,3.7,2.07,3.7,334,206,84,28,257,14,146,82,125,64,3,29,14,32.2,11.4,37.9,26.6,9.9,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100118,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.49,5,2.6,2.18,3.9,2.18,3.9,332,206,83,28,262,15,148,85,125,65,3,29,14,32.3,11.4,38.0,26.5,9.8,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100119,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.49,5,2.7,2.30,4.1,2.30,4.1,331,205,82,29,267,16,152,88,125,65,3,30,15,32.3,11.4,38.0,26.6,9.8,5.2,10.4,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100120,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.49,5,2.7,2.41,4.4,2.41,4.4,329,205,82,29,272,17,155,91,125,66,3,30,15,32.3,11.5,38.0,26.6,9.8,5.2,10.3,10.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100121,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.0,0.49,5,2.8,2.53,4.6,2.53,4.6,327,204,81,29,277,18,157,94,125,66,3,30,15,32.3,11.5,38.1,26.6,9.8,5.2,10.3,9.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100122,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.1,0.49,5,2.8,2.65,4.8,2.65,4.8,326,204,81,29,282,20,160,97,124,66,3,31,15,32.4,11.5,38.2,26.6,9.7,5.2,10.3,9.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100123,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.1,0.49,6,2.8,2.76,5.0,2.76,5.0,325,204,80,29,285,21,162,100,124,67,3,31,15,32.4,11.6,38.2,26.6,9.7,5.2,10.3,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100124,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,23,25,28,33,0.05,2,0.4,0.18,3,1.1,0.48,6,2.9,2.87,5.3,2.87,5.3,324,204,79,30,289,22,164,102,123,67,3,31,15,32.5,11.6,38.3,26.7,9.7,5.2,10.2,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100125,-7777,-7777,-7777,-7777,0,0,0,0,9,13,18,22,24,27,32,0.05,2,0.4,0.18,3,1.1,0.48,6,2.9,2.98,5.5,2.98,5.5,323,203,79,30,291,23,166,104,123,67,3,31,16,32.5,11.6,38.4,26.7,9.6,5.2,10.2,9.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100126,-7777,-7777,-7777,-7777,0,0,0,0,8,13,17,22,24,27,32,0.05,2,0.4,0.18,3,1.1,0.48,6,2.9,3.09,5.7,3.09,5.7,322,203,78,30,293,24,167,106,122,67,4,31,16,32.6,11.7,38.5,26.8,9.5,5.2,10.1,9.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100127,-7777,-7777,-7777,-7777,-7777,0,0,0,8,13,17,22,24,27,32,0.05,2,0.4,0.18,3,1.1,0.47,6,3.0,3.20,5.9,3.20,5.9,322,203,77,30,295,25,168,108,122,67,4,32,16,32.7,11.7,38.6,26.8,9.5,5.2,10.1,9.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100128,-7777,-7777,-7777,-7777,-7777,0,0,0,8,13,17,22,24,27,32,0.05,2,0.4,0.18,3,1.1,0.47,6,3.0,3.31,6.2,3.31,6.2,321,203,77,30,297,26,169,109,121,67,4,32,16,32.8,11.8,38.7,26.9,9.4,5.2,10.0,9.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100129,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.2,0.47,6,3.1,3.42,6.5,3.42,6.5,321,203,76,29,298,27,170,111,120,67,4,32,16,32.9,11.8,38.8,27.0,9.4,5.2,10.0,9.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100130,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.2,0.46,6,3.2,3.53,6.7,3.53,6.7,321,203,76,29,299,27,170,112,119,67,4,32,16,33.0,11.9,38.9,27.0,9.3,5.2,9.9,9.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100131,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.2,0.46,6,3.2,3.65,7.0,3.65,7.0,321,203,75,29,300,28,171,113,118,67,5,33,16,33.1,11.9,39.0,27.1,9.2,5.2,9.9,9.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100201,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.2,0.46,6,3.2,0.11,0.3,3.76,7.3,321,203,75,30,300,29,171,113,117,67,5,33,17,33.2,11.9,39.1,27.2,9.2,5.2,9.8,9.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100202,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.2,0.46,6,3.3,0.22,0.6,3.87,7.6,321,203,74,30,300,29,171,114,116,67,5,33,17,33.3,12.0,39.3,27.3,9.1,5.2,9.8,9.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100203,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,22,24,27,32,0.05,2,0.4,0.18,3,1.3,0.46,6,3.3,0.33,1.0,3.98,8.0,320,204,74,30,299,30,171,115,115,67,5,33,17,33.4,12.0,39.4,27.4,9.0,5.2,9.7,9.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100204,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,17,21,23,26,31,0.05,2,0.4,0.18,3,1.3,0.45,6,3.4,0.43,1.3,4.08,8.3,320,204,74,30,298,31,171,115,114,68,6,34,17,33.5,12.1,39.6,27.5,9.0,5.1,9.7,9.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100205,-7777,-7777,-7777,-7777,-7777,0,0,0,8,12,16,21,23,26,31,0.05,2,0.4,0.18,4,1.3,0.45,6,3.4,0.54,1.7,4.19,8.7,319,204,73,30,297,31,170,116,113,68,6,34,17,33.7,12.1,39.7,27.6,8.9,5.1,9.6,8.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100206,-7777,-7777,-7777,-7777,-7777,0,0,0,7,12,16,21,23,26,31,0.05,2,0.5,0.18,4,1.3,0.45,7,3.5,0.65,2.0,4.30,9.0,319,204,73,30,296,32,169,116,112,68,6,34,18,33.8,12.2,39.9,27.7,8.9,5.1,9.6,8.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100207,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,16,21,23,26,31,0.05,2,0.5,0.18,4,1.3,0.45,7,3.5,0.76,2.3,4.41,9.3,319,205,72,30,295,33,169,116,111,68,6,34,18,33.9,12.2,40.0,27.8,8.8,5.1,9.5,8.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100208,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,16,21,23,26,31,0.05,2,0.5,0.18,4,1.4,0.45,7,3.5,0.87,2.6,4.52,9.6,320,205,72,31,293,34,168,116,110,68,6,34,18,34.1,12.3,40.2,27.9,8.8,5.1,9.5,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100209,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,16,21,23,26,31,0.05,2,0.5,0.18,4,1.4,0.44,7,3.6,0.97,2.9,4.62,9.9,320,206,73,31,290,34,167,116,108,68,7,34,18,34.2,12.4,40.4,28.0,8.7,5.2,9.5,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100210,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,16,21,23,26,31,0.05,2,0.5,0.18,4,1.4,0.44,7,3.6,1.08,3.2,4.73,10.2,322,206,73,31,288,35,165,115,107,67,7,35,18,34.4,12.4,40.6,28.2,8.7,5.2,9.5,8.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100211,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,16,20,22,25,30,0.05,2,0.5,0.18,4,1.4,0.44,7,3.7,1.18,3.6,4.83,10.6,323,207,73,31,284,36,163,114,106,67,7,35,19,34.5,12.5,40.8,28.3,8.7,5.2,9.5,8.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100212,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,15,20,22,25,30,0.05,2,0.5,0.18,4,1.4,0.44,7,3.7,1.29,3.9,4.94,10.9,325,208,73,31,281,36,161,113,104,67,7,35,19,34.7,12.5,41.0,28.4,8.6,5.2,9.4,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100213,-7777,-7777,-7777,-7777,-7777,0,0,0,7,11,15,20,22,25,30,0.05,2,0.5,0.18,4,1.5,0.44,7,3.7,1.39,4.3,5.04,11.3,326,209,73,31,277,36,159,112,103,66,7,34,18,34.9,12.6,41.1,28.6,8.6,5.2,9.4,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100214,-7777,-7777,-7777,-7777,-7777,0,0,0,6,10,15,20,22,25,30,0.05,2,0.5,0.18,4,1.5,0.44,7,3.8,1.50,4.6,5.15,11.6,328,209,73,31,273,36,157,110,101,66,7,34,18,35.0,12.7,41.3,28.7,8.6,5.2,9.4,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100215,-7777,-7777,-7777,-7777,-7777,0,0,0,6,10,15,20,22,25,30,0.05,2,0.5,0.18,4,1.5,0.44,7,3.8,1.60,5.0,5.25,12.0,329,210,73,31,268,36,154,108,100,65,7,34,18,35.2,12.7,41.6,28.8,8.5,5.2,9.4,8.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100216,1,-7777,-7777,-7777,-7777,0,0,0,6,10,15,20,22,25,30,0.05,2,0.5,0.18,4,1.5,0.43,7,3.9,1.72,5.3,5.37,12.3,330,211,73,30,263,35,151,106,98,65,7,34,18,35.4,12.8,41.8,29.0,8.5,5.2,9.4,8.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100217,1,-7777,-7777,-7777,-7777,0,0,0,6,10,15,19,21,24,29,0.05,2,-66.6,0.18,4,-66.6,0.43,7,-66.6,1.83,5.7,5.48,12.7,332,212,73,30,258,34,148,103,97,64,6,34,18,35.6,12.8,42.0,29.1,8.5,5.3,9.4,8.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100218,1,-7777,-7777,-7777,-7777,0,0,0,6,10,14,19,21,24,29,0.05,2,-66.6,0.18,4,-66.6,0.43,7,-66.6,1.94,6.0,5.59,13.0,333,212,73,30,252,33,145,101,96,64,6,33,18,35.7,12.9,42.2,29.3,8.5,5.3,9.4,8.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100219,1,-7777,-7777,-7777,-7777,0,0,0,6,10,14,19,21,24,29,0.05,2,-66.6,0.18,4,-66.6,0.43,7,-66.6,2.05,6.4,5.70,13.4,335,213,74,30,247,32,142,98,95,63,6,33,17,35.9,13.0,42.4,29.5,8.5,5.3,9.4,8.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100220,1,-7777,-7777,-7777,-7777,0,0,0,6,10,14,19,21,24,29,0.05,2,-66.6,0.18,4,-66.6,0.43,7,-66.6,2.16,6.7,5.81,13.7,336,214,74,29,241,31,138,95,94,62,6,33,17,36.1,13.0,42.6,29.6,8.5,5.3,9.4,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100221,1,-7777,-7777,-7777,-7777,0,0,0,6,9,14,19,21,24,29,0.05,2,-66.6,0.18,4,-66.6,0.43,7,-66.6,2.27,7.1,5.92,14.1,338,215,74,29,235,29,135,92,93,62,6,33,17,36.3,13.1,42.9,29.8,8.5,5.4,9.4,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100222,1,-7777,-7777,-7777,-7777,0,0,0,5,9,14,19,20,23,28,0.05,2,-66.6,0.18,4,-66.6,0.42,7,-66.6,2.38,7.4,6.03,14.4,339,216,74,29,230,28,132,89,92,61,6,32,17,36.5,13.2,43.1,30.0,8.5,5.4,9.4,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100223,1,-7777,-7777,-7777,-7777,0,0,0,5,9,14,18,20,23,28,0.05,2,-66.6,0.18,4,-66.6,0.43,7,-66.6,2.50,7.8,6.15,14.8,341,217,75,29,225,27,129,86,91,61,6,32,17,36.7,13.2,43.3,30.1,8.5,5.4,9.5,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100224,1,-7777,-7777,-7777,-7777,0,0,0,5,9,13,18,20,23,28,0.05,2,-66.6,0.19,4,-66.6,0.43,7,-66.6,2.62,8.1,6.27,15.1,342,218,75,29,220,26,126,83,90,60,5,32,16,37.0,13.3,43.6,30.3,8.5,5.5,9.5,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100225,1,-7777,-7777,-7777,-7777,0,0,0,5,9,13,18,20,23,28,0.05,2,-66.6,0.19,4,-66.6,0.43,7,-66.6,2.73,8.4,6.38,15.4,342,219,76,29,215,25,123,80,89,60,5,31,16,37.2,13.3,43.8,30.5,8.5,5.5,9.5,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100226,1,-7777,-7777,-7777,-7777,0,0,0,5,8,13,18,20,23,28,0.05,2,-66.6,0.19,4,-66.6,0.43,7,-66.6,2.85,8.7,6.50,15.7,343,219,76,29,210,24,119,78,88,59,5,31,16,37.4,13.4,44.1,30.7,8.5,5.5,9.5,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100227,1,-7777,-7777,-7777,-7777,0,0,0,5,8,13,17,19,22,27,0.05,2,-66.6,0.19,3,-66.6,0.43,6,-66.6,2.97,8.9,6.62,15.9,343,219,76,29,204,23,116,75,87,58,5,30,16,37.6,13.5,44.4,30.9,8.5,5.6,9.6,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100228,1,-7777,-7777,-7777,-7777,0,0,0,5,8,12,17,19,22,27,0.05,2,-66.6,0.19,3,-66.6,0.43,6,-66.6,3.09,9.2,6.74,16.2,343,220,76,29,199,22,113,73,85,57,5,30,15,37.9,13.5,44.6,31.1,8.5,5.6,9.6,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100301,1,-7777,-7777,-7777,-7777,0,0,0,4,8,12,17,19,22,27,0.05,2,-66.6,0.19,3,-66.6,0.43,6,-66.6,0.13,0.2,6.87,16.4,344,221,77,29,187,19,107,68,83,55,4,29,14,38.1,13.6,44.9,31.3,8.5,5.7,9.6,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100302,1,-7777,-7777,-7777,-7777,0,0,0,4,8,12,17,19,22,27,0.05,2,-66.6,0.19,3,-66.6,0.44,6,-66.6,0.25,0.4,6.99,16.6,345,221,78,29,181,18,103,65,81,54,4,28,14,38.3,13.7,45.2,31.5,8.5,5.7,9.6,8.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100303,1,-7777,-7777,-7777,-7777,0,0,0,4,8,12,17,18,21,26,0.05,2,-66.6,0.19,3,-66.6,0.44,6,-66.6,0.37,0.6,7.11,16.8,345,221,78,29,175,17,100,62,79,52,4,27,14,38.6,13.7,45.4,31.7,8.5,5.7,9.7,8.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100304,1,-7777,-7777,-7777,-7777,0,0,0,4,7,12,16,18,21,26,0.05,2,-66.6,0.19,3,-66.6,0.44,6,-66.6,0.50,0.8,7.24,17.0,347,222,79,29,169,16,96,59,78,51,3,26,13,38.8,13.8,45.7,31.9,8.5,5.7,9.7,8.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100305,1,-7777,-7777,-7777,-7777,0,0,0,4,7,11,16,18,21,26,0.05,2,-66.6,0.19,3,-66.6,0.44,6,-66.6,0.63,1.0,7.37,17.2,348,222,80,29,163,15,92,56,76,50,3,26,13,39.1,13.8,46.0,32.2,8.5,5.8,9.7,8.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100306,1,-7777,-7777,-7777,-7777,0,0,0,4,7,11,16,18,21,26,0.05,2,-66.6,0.19,3,-66.6,0.45,6,-66.6,0.76,1.2,7.50,17.4,349,222,80,30,157,13,88,53,74,48,3,25,12,39.4,13.9,46.3,32.4,8.4,5.8,9.7,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100307,1,-7777,-7777,-7777,-7777,-7777,0,0,4,7,11,15,17,20,25,0.05,2,-66.6,0.19,3,-66.6,0.45,6,-66.6,0.89,1.4,7.63,17.6,350,223,81,30,150,12,84,50,72,46,3,24,12,39.6,14.0,46.6,32.6,8.4,5.8,9.7,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100308,1,1,-7777,-7777,-7777,-7777,0,0,3,7,11,15,17,20,25,0.05,2,-66.6,0.19,3,-66.6,0.46,6,-66.6,1.03,1.6,7.77,17.8,350,223,82,30,144,11,80,47,71,45,3,23,11,39.9,14.0,46.9,32.9,8.4,5.9,9.7,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100309,2,1,-7777,-7777,-7777,-7777,0,0,3,6,10,15,17,20,25,0.05,2,-66.6,0.19,3,-66.6,0.46,6,-66.6,1.16,1.8,7.90,18.0,351,222,82,31,137,10,76,45,69,43,2,23,11,40.2,14.1,47.2,33.1,8.4,5.9,9.7,8.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100310,2,1,-7777,-7777,-7777,-7777,0,0,3,6,10,15,17,20,25,0.05,2,-66.6,0.19,3,-66.6,0.46,6,-66.6,1.29,1.9,8.03,18.1,351,222,83,31,131,9,73,42,67,42,2,22,10,40.5,14.1,47.5,33.4,8.4,5.9,9.7,8.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100311,2,1,-7777,-7777,-7777,-7777,0,0,3,6,10,14,16,19,24,0.05,2,-66.6,0.19,3,-66.6,0.47,6,-66.6,1.42,2.1,8.16,18.3,351,222,83,32,125,7,69,39,65,40,2,21,10,40.7,14.2,47.8,33.6,8.4,5.9,9.7,8.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100312,2,1,-7777,-7777,-7777,-7777,0,0,3,6,10,14,16,19,24,0.05,2,-66.6,0.19,3,-66.6,0.47,6,-66.6,1.55,2.2,8.29,18.4,351,222,84,32,120,6,66,37,64,39,2,20,10,41.0,14.3,48.2,33.9,8.4,5.9,9.7,7.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100313,2,1,-7777,-7777,-7777,-7777,0,0,3,6,9,14,16,19,24,0.05,2,-66.6,0.19,3,-66.6,0.47,6,-66.6,1.67,2.4,8.41,18.6,352,222,84,33,114,5,63,35,62,38,2,20,9,41.3,14.3,48.5,34.2,8.3,5.9,9.7,7.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100314,2,1,-7777,-7777,-7777,-7777,0,0,3,5,9,14,16,18,23,0.05,2,-66.6,0.18,3,-66.6,0.48,6,-66.6,1.81,2.5,8.55,18.7,352,222,85,33,109,5,60,33,60,36,2,19,9,41.6,14.4,48.8,34.5,8.3,5.9,9.7,7.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20100315,2,1,-7777,-7777,-7777,-7777,0,0,2,5,9,13,15,18,23,0.05,2,-66.6,0.18,3,-66.6,0.48,6,-66.6,1.95,2.6,8.69,18.8,353,222,85,33,104,4,57,30,59,35,2,19,9,42.0,14.4,49.2,34.7,8.3,6.0,9.7,7.9
